RefSoil ID	NCBI ID	Taxon ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Organism	RAST ID	Downloaded	Notes	Old_Assembly_Num		Inlcuded_in_my_RefSoil	Truncated_RefSoil	New_organism_name	New_Assembly_Num		Truncated_RefSoil
RefSoil_229	NC_010337.2	498761	Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Heliobacterium	Heliobacterium modesticaldum	Heliobacterium modesticaldum Ice1	498761.1	y	for some reason didn't download with original code? Was able to access genome assembly number	GCF_000019165.1		y	n	Heliomicrobium modesticaldum Ice1	GCF_000019165.1	y	n
RefSoil_230	NC_010338.1	366602	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter		Caulobacter sp. K31	366602.12	y		GCF_017418455.1		y	n	Caulobacter sp. K31	GCF_017418455.1	y	n
RefSoil_231	NC_010424.1	477974	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Candidatus Desulforudis	Candidatus Desulforudis audaxviator	Candidatus Desulforudis audaxviator MP104C	477974.14	y		GCF_000018425.1		y	y	Candidatus Desulforudis audaxviator MP104C	GCF_000018425.1	y	y
RefSoil_232	NC_010465.1	502800	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis YPIII	502800.12	y		GCF_000834375.1		y	n	Yersinia pseudotuberculosis YPIII	GCF_000834375.1	y	n
RefSoil_233	NC_010468.1	481805	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia coli ATCC 8739	481805.14	y		GCF_000019385.1		y	y	Escherichia coli ATCC 8739	GCF_000019385.1	y	y
RefSoil_234	NC_010473.1	316385	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia coli str. K-12 substr. DH10B	316385.4	y		GCF_000019425.1		y	n	Escherichia coli str. K-12 substr. DH10B	GCF_000019425.1	y	n
RefSoil_235	NC_010501.1	390235	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	Pseudomonas putida W619	390235.11	y		0		n	n	Pseudomonas putida W619	GCF_000691565.1	y	n
RefSoil_236	NC_010505.1	426355	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium radiotolerans	Methylobacterium radiotolerans JCM 2831	426355.36	y		GCF_000019725.1		y	n	Methylobacterium radiotolerans JCM 2831	GCF_000019725.1	y	n
RefSoil_237	"NC_010508.1,NC_010515.1,NC_010512.1"	406425	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cenocepacia	Burkholderia cenocepacia MC0-3	"406425.19,406425.2,406425.18"	y		GCF_000009485.1		y	y	Burkholderia orbicola MC0-3	GCF_000019505.1	y	y
RefSoil_238	NC_010511.1	426117	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium		Methylobacterium sp. 4-46	426117.13	y		GCF_000019365.1		y	n	Methylobacterium sp. 4-46	GCF_000019365.1	y	n
RefSoil_239	NC_010516.1	498213	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	Clostridium botulinum B1 str. Okra	498213.16	y		GCF_000019305.1		y	n	Clostridium botulinum B1 str. Okra	GCF_000019305.1	y	n
RefSoil_240	NC_010520.1	498214	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	Clostridium botulinum A3 str. Loch Maree	498214.16	y		GCF_000019545.1		y	n	Clostridium botulinum A3 str. Loch Maree	GCF_000019545.1	y	n
RefSoil_241	NC_010524.1	395495	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		Leptothrix	Leptothrix cholodnii	Leptothrix cholodnii SP-6	395495.9	y		GCF_000019785.1		y	n	Leptothrix cholodnii SP-6	GCF_000019785.1	y	n
RefSoil_242	"NC_010528.1,NC_010530.1"	977880	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis	Cupriavidus taiwanensis LMG 19424	"977880.19,977880.18"	y		GCF_000069785.1		y	n	Cupriavidus taiwanensis LMG 19424	GCF_000069785.1	y	n
RefSoil_243	"NC_010551.1,NC_010552.1,NC_010557.1"	398577	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria	Burkholderia ambifaria MC40-6	"398577.22,398577.23,398577.21"	y		GCF_000019925.1		y	y	Burkholderia ambifaria MC40-6	GCF_000019925.1	y	y
RefSoil_244	NC_010554.1	529507	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	Proteus mirabilis	Proteus mirabilis HI4320	529507.17	y		GCF_000069965.1		y	n	Proteus mirabilis HI4320	GCF_000069965.1	y	n
RefSoil_245	NC_010556.1	262543	Bacteria	Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium sibiricum	Exiguobacterium sibiricum 255-15	262543.28	y		GCF_000019905.1		y	n	Exiguobacterium sibiricum 255-15	GCF_000019905.1	y	n
RefSoil_246	NC_010571.1	452637	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus terrae	Opitutus terrae PB90-1	452637.14	y		GCF_000019965.1		y	n	Opitutus terrae PB90-1	GCF_000019965.1	y	n
RefSoil_247	NC_010572.1	455632	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseus	Streptomyces griseus subsp. griseus NBRC 13350	455632.24	y		GCF_000010605.1		y	n	Streptomyces griseus subsp. griseus NBRC 13350	GCF_000010605.1	y	n
RefSoil_248	NC_010577.1	405441	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	Xylella fastidiosa	Xylella fastidiosa M23	405441.17	y		GCF_000019765.1		y	n	Xylella fastidiosa M23	GCF_000019765.1	y	n
RefSoil_249	NC_010581.1	395963	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckia	Beijerinckia indica	Beijerinckia indica subsp. indica ATCC 9039	395963.2	y		GCF_000019845.1		y	n	Beijerinckia indica subsp. indica ATCC 9039	GCF_000019845.1	y	n
RefSoil_250	"NC_010602.1,NC_010843.1"	456481	Bacteria	Spirochaetes	Spirochaetia		Leptospiraceae	Leptospira	Leptospira biflexa	Leptospira biflexa serovar Patoc strain 'Pato	"456481.17,456481.16"	y	"for some reason did not download with original code, Was able to access genome assembly number"	GCF_000017685.1		y	n	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'	GCF_000017685.1	n	n
RefSoil_251	NC_010617.1	378753	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria rhizophila	Kocuria rhizophila DC2201	378753.14	y		GCF_000010285.1		y	n	Kocuria rhizophila DC2201	GCF_000010285.1	y	n
RefSoil_252	"NC_010622.1,NC_010623.1"	391038	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia phymatum	Burkholderia phymatum STM815	"391038.25,391038.26"	y		GCF_000020045.1		y	y	Paraburkholderia phymatum STM815	GCF_000020045.1	y	y
RefSoil_253	NC_010628.1	63737	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	Nostoc punctiforme	Nostoc punctiforme PCC 73102	63737.27	y		GCF_000020025.1		y	y	Nostoc punctiforme PCC 73102	GCF_000020025.1	y	y
RefSoil_254	NC_010634.1	502801	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis PB1/+	502801.11	y		GCF_000834475.1		y	n	Yersinia pseudotuberculosis PB1/+	GCF_000834475.1	y	n
RefSoil_256	NC_010677.1	441952	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis	Francisella tularensis subsp. mediasiatic	441952.9	y		GCF_004213485.1		y	n	Francisella tularensis subsp. mediasiatica FSC147	GCF_000018925.1	y	n
RefSoil_255	"NC_010681.1,NC_010676.1"	398527	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia phytofirmans	Burkholderia phytofirmans PsJN	"398527.23,398527.22"	y		GCF_000020125.1		y	y	Paraburkholderia phytofirmans PsJN	GCF_000020125.1	y	y
RefSoil_257	"NC_010682.1,NC_010678.1"	402626	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia pickettii	Ralstonia pickettii 12J	"402626.2,402626.21"	y		0		n	n	Ralstonia pickettii 12J	GCF_902374465.1	n	n
RefSoil_258	NC_010688.1	340	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas campestris	Xanthomonas campestris pv. campestris	340.19	y		GCF_000070605.1		y	n	Xanthomonas campestris pv. campestris	GCF_000070605.1	y	n
RefSoil_259	NC_010694.1	465817	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	Erwinia tasmaniensis	Erwinia tasmaniensis Et1/99	465817.21	y		GCF_000026185.1		y	n	Erwinia tasmaniensis Et1/99	GCF_000026185.1	y	n
RefSoil_260	NC_010725.1	441620	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium populi	Methylobacterium populi BJ001	441620.17	y		GCF_000019945.1		y	n	Methylorubrum populi BJ001	GCF_000019945.1	y	n
RefSoil_261	NC_010730.1	436114	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium		Sulfurihydrogenibium sp. YO3AOP1	436114.7	y		GCF_000020325.1		y	n	Sulfurihydrogenibium sp. YO3AOP1	GCF_000020325.1	y	n
RefSoil_262	NC_010794.1	481448	Bacteria	Verrucomicrobia		Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum infernorum	Methylacidiphilum infernorum V4	481448.16	y		GCF_000019665.1		y	y	Methylacidiphilum infernorum V4	GCF_000019665.1	y	y
RefSoil_263	NC_010814.1	398767	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter lovleyi	Geobacter lovleyi SZ	398767.11	y		GCF_000020385.1		y	n	Trichlorobacter lovleyi SZ	GCF_000020385.1	y	n
RefSoil_264	"NC_010842.1,NC_010845.1"	355278	Bacteria	Spirochaetes	Spirochaetia		Leptospiraceae	Leptospira	Leptospira biflexa	Leptospira biflexa serovar Patoc strain Pato	"355278.19,355278.18"	y	some reason not downloaded originally? Was still able to access genome assembly number	GCF_000017605.1		y	n	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)'	GCF_000017605.1	y	n
RefSoil_265	NC_010943.1	522373	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia K279a	522373.3	y		GCF_000072485.1		y	y	Stenotrophomonas maltophilia K279a	GCF_000072485.1	y	y
RefSoil_266	NC_010994.1	491916	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	Rhizobium etli CIAT 652	491916.35	y		GCF_000020265.1		y	y	Rhizobium etli CIAT 652	GCF_000020265.1	y	y
RefSoil_267	NC_010995.1	498211	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	Cellvibrio japonicus	Cellvibrio japonicus Ueda107	498211.12	y		GCF_000019225.1		y	n	Cellvibrio japonicus Ueda107	GCF_000019225.1	y	n
RefSoil_268	NC_011004.1	395960	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	Rhodopseudomonas palustris TIE-1	395960.13	y		GCF_000020445.1		y	y	Rhodopseudomonas palustris TIE-1	GCF_000020445.1	y	y
RefSoil_269	NC_011071.1	391008	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia R551-3	391008.14	y		GCF_000020665.1		y	n	Stenotrophomonas maltophilia R551-3	GCF_000020665.1	y	n
RefSoil_270	NC_011080.1	423368	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. enterica serova	423368.26	y		GCF_000016045.1		y	n	Salmonella enterica subsp. enterica serovar Newport str. SL254	GCF_000016045.1	y	n
RefSoil_271	NC_011083.1	454169	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. enterica serova	454169.2	y		GCF_000020705.1		y	y	Salmonella enterica subsp. enterica serovar Heidelberg str. SL476	GCF_000020705.1	y	y
RefSoil_272	NC_011094.1	439843	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. enterica serova	439843.22	y	some reason not downloaded originally? Was still able to access genome assembly number	GCF_000020745.1		y	n	Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633	GCF_000020745.1	y	n
RefSoil_273	NC_011145.1	447217	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter		Anaeromyxobacter sp. K	447217.11	y		GCF_000020805.1		y	n	Anaeromyxobacter sp. K	GCF_000020805.1	y	n
RefSoil_274	NC_011146.1	404380	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter bemidjiensis	Geobacter bemidjiensis Bem	404380.8	y		GCF_000020725.1		y	n	Citrifermentans bemidjiense Bem	GCF_000020725.1	y	n
RefSoil_275	NC_011149.1	454166	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. enterica serova	454166.2	y		GCF_000020885.1		y	y	Salmonella enterica subsp. enterica serovar Agona str. SL483	GCF_000020885.1	y	y
RefSoil_276	NC_011205.1	439851	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. enterica serova	439851.34	y	some reason not downloaded originally? Was still able to access genome assembly number	GCF_000020925.1		y	n	Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853	GCF_000020925.1	y	n
RefSoil_277	NC_011365.1	272568	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter diazotrophicus	Gluconacetobacter diazotrophicus PA1 5	272568.3	y		GCF_000021325.1		y	y	Gluconacetobacter diazotrophicus PA1 5	GCF_000021325.1	y	y
RefSoil_278	NC_011369.1	395492	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	Rhizobium leguminosarum bv. trifolii WSM2304	395492.29	y		GCF_000021345.1		y	n	Rhizobium leguminosarum bv. trifolii WSM2304	GCF_000021345.1	y	n
RefSoil_279	NC_011658.1	405534	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus AH187	405534.16	y	was removed from NCBI? Was still able to access genome assembly number	GCF_000021225.1		y	n	Bacillus cereus AH187	GCF_000021225.1	y	n
RefSoil_280	NC_011660.1	552536	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	Listeria monocytogenes HCC23	552536.12	y		GCF_000021185.1		y	y	Listeria monocytogenes HCC23	GCF_000021185.1	y	y
RefSoil_281	NC_011662.2	85643	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Thauera		Thauera sp. MZ1T	85643.12	y		GCF_000021765.1		y	n	Thauera sp. MZ1T	GCF_000021765.1	y	n
RefSoil_282	NC_011666.1	395965	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	Methylocella silvestris	Methylocella silvestris BL2	395965.15	y		GCF_000021745.1		y	y	Methylocella silvestris BL2	GCF_000021745.1	y	y
RefSoil_283	NC_011725.1	405532	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus B4264	405532.12	y		GCF_000021205.1		y	n	Bacillus cereus B4264	GCF_000021205.1	y	n
RefSoil_284	NC_011726.1	41431	Bacteria	Cyanobacteria		Chroococcales		Cyanothece		Cyanothece sp. PCC 8801	41431.17	y		GCF_000021805.1		y	n	Rippkaea orientalis PCC 8801	GCF_000021805.1	y	n
RefSoil_285	NC_011729.1	65393	Bacteria	Cyanobacteria		Chroococcales		Cyanothece		Cyanothece sp. PCC 7424	65393.21	y		GCF_000021825.1		y	n	Gloeothece citriformis PCC 7424	GCF_000021825.1	y	n
RefSoil_286	NC_011757.1	440085	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium extorquens	Methylobacterium extorquens CM4	440085.12	y		GCF_001854495.1		y	n	Methylorubrum extorquens CM4	GCF_000021845.1	y	n
RefSoil_287	NC_011761.1	243159	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrooxidans	Acidithiobacillus ferrooxidans ATCC 23270	243159.23	y		GCF_000021485.1		y	n	Acidithiobacillus ferrooxidans ATCC 23270	GCF_000021485.1	y	n
RefSoil_288	NC_011769.1	883	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio vulgaris	"Desulfovibrio vulgaris str. ""Miyazaki F"""	883.12	y	was removed from NCBI? Was still able to access genome assembly number	GCF_000021385.1		n	n	Desulfovibrio vulgaris str. 'Miyazaki F'	*Sad NO Buzzer noises*	n	n
RefSoil_289	NC_011770.1	557722	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	Pseudomonas aeruginosa LESB58	557722.13	y		GCF_000026645.1		y	y	Pseudomonas aeruginosa LESB58	GCF_000026645.1	y	y
RefSoil_290	NC_011772.1	405531	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus G9842	405531.14	y		GCF_000021305.1		y	y	Bacillus cereus G9842	GCF_000021305.1	y	y
RefSoil_291	NC_011773.1	405535	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus AH820	405535.15	y		GCF_000021785.1		y	n	Bacillus cereus AH820	GCF_000021785.1	y	n
RefSoil_292	NC_011830.1	272564	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium hafniense	Desulfitobacterium hafniense DCB-2	272564.12	y		GCF_000021925.1		y	y	Desulfitobacterium hafniense DCB-2	GCF_000021925.1	y	y
RefSoil_293	NC_011832.1	521011	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanosphaerula	Methanosphaerula palustris	Methanosphaerula palustris E1-9c	521011.15	y		GCF_000021965.1		y	n	Methanosphaerula palustris E1-9c	GCF_000021965.1	y	n
RefSoil_294	NC_011837.1	583346	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium kluyveri	Clostridium kluyveri NBRC 12016	583346.13	y		GCF_000010265.1		y	n	Clostridium kluyveri NBRC 12016	GCF_000010265.1	y	n
RefSoil_295	NC_011852.1	557723	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	[Haemophilus] parasuis	Haemophilus parasuis SH0165	557723.12	y		GCF_017352235.1		y	y	Glaesserella parasuis SH0165	GCF_000021885.1	y	y
RefSoil_296	NC_011884.1	395961	Bacteria	Cyanobacteria		Chroococcales		Cyanothece		Cyanothece sp. PCC 7425	395961.18	y		0		n	n	Cyanothece sp. PCC 7425	GCF_000021825.1	n	n
RefSoil_297	NC_011886.1	452863	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter chlorophenolicus	Arthrobacter chlorophenolicus A6	452863.34	y		GCF_000022025.1		y	n	Pseudarthrobacter chlorophenolicus A6	GCF_000022025.1	y	n
RefSoil_298	NC_011891.1	455488	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter dehalogenans	Anaeromyxobacter dehalogenans 2CP-1	455488.11	y		GCF_000022145.1		y	y	Anaeromyxobacter dehalogenans 2CP-1	GCF_000022145.1	y	y
RefSoil_299	NC_011894.1	460265	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium nodulans	Methylobacterium nodulans ORS 2060	460265.33	y		GCF_000022085.1		y	n	Methylobacterium nodulans ORS 2060	GCF_000022085.1	y	n
RefSoil_300	NC_011898.1	394503	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	[Clostridium] cellulolyticum	[Clostridium] cellulolyticum H10	394503.2	y		GCF_000022065.1		y	y	Ruminiclostridium cellulolyticum H10	GCF_000022065.1	y	y
RefSoil_301	"NC_011963.1,NC_011958.1"	557760	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sphaeroides	Rhodobacter sphaeroides KD131	"557760.18,557760.17"	y		GCF_900188265.1		y	n	Cereibacter sphaeroides KD131	GCF_000021005.1	y	n
RefSoil_302	NC_011969.1	361100	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus Q1	361100.16	y	was removed from NCBI? Was still able to access genome assembly number	GCF_000013065.1		y	n	Bacillus cereus Q1	GCF_000013065.1	y	n
RefSoil_303	NC_011979.1	316067	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter daltonii	Geobacter daltonii FRC-32	316067.8	y		GCF_000022265.1		y	n	Geotalea daltonii FRC-32	GCF_000022265.1	y	n
RefSoil_304	"NC_011985.1,NC_011983.1"	311403	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	Agrobacterium radiobacter K84	"311403.25,311403.26"	y		GCF_000421945.1		y	n	Rhizobium rhizogenes K84	GCF_000016265.1	y	n
RefSoil_305	"NC_011989.1,NC_011988.1"	311402	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium vitis	Agrobacterium vitis S4	"311402.26,311402.27"	y		GCF_001541345.2		y	y	Allorhizobium ampelinum S4	GCF_000016285.1	y	y
RefSoil_306	NC_011992.1	535289	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax ebreus	Acidovorax ebreus TPSY	535289.17	y		GCF_000022305.1		y	n	[Acidovorax] ebreus TPSY	GCF_000022305.1	y	n
RefSoil_307	NC_012004.1	218495	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus uberis	Streptococcus uberis 0140J	218495.71	y		GCF_000009545.1		y	n	Streptococcus uberis 0140J	GCF_000009545.1	y	n
RefSoil_308	NC_012039.1	306263	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter lari	Campylobacter lari RM2100	306263.13	y		GCF_000019205.1		y	n	Campylobacter lari RM2100	GCF_000019205.1	y	n
RefSoil_309	NC_012207.1	561275	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium bovis	Mycobacterium bovis BCG str. Tokyo 172	561275.18	y		GCF_000010685.1		y	n	Mycobacterium tuberculosis variant bovis BCG str. Tokyo 172	GCF_000010685.1	y	n
RefSoil_310	NC_012214.1	634499	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	Erwinia pyrifoliae	Erwinia pyrifoliae Ep1/96	634499.15	y		GCF_000027265.1		y	n	Erwinia pyrifoliae Ep1/96	GCF_000027265.1	y	n
RefSoil_311	NC_012438.1	204536	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium azorense	Sulfurihydrogenibium azorense Az-Fu1	204536.9	y		GCF_000021545.1		y	n	Sulfurihydrogenibium azorense Az-Fu1	GCF_000021545.1	y	n
RefSoil_312	NC_012472.1	572264	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus 03BB102	572264.19	y		GCF_000022505.1		y	n	Bacillus cereus 03BB102	GCF_000022505.1	y	n
RefSoil_313	NC_012483.1	240015	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium capsulatum	Acidobacterium capsulatum ATCC 51196	240015.23	y		GCF_000022565.1		y	y	Acidobacterium capsulatum ATCC 51196	GCF_000022565.1	y	y
RefSoil_314	NC_012488.1	568819	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	Listeria monocytogenes serotype 4b str. CLI	568819.13	y		GCF_000026705.1		y	n	Listeria monocytogenes serotype 4b str. CLIP 80459	GCF_000026705.1	y	n
RefSoil_315	NC_012489.1	379066	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas aurantiaca	Gemmatimonas aurantiaca T-27	379066.13	y		GCF_000010305.1		y	n	Gemmatimonas aurantiaca T-27	GCF_000010305.1	y	n
RefSoil_316	NC_012491.1	358681	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus brevis	Brevibacillus brevis NBRC 100599	358681.15	y		GCF_000010165.1		y	n	Brevibacillus brevis NBRC 100599	GCF_000010165.1	y	n
RefSoil_317	NC_012522.1	632772	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus opacus	Rhodococcus opacus B4	632772.21	y		GCF_000010805.1		y	n	Rhodococcus opacus B4	GCF_000010805.1	y	n
RefSoil_318	NC_012526.1	546414	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus deserti	Deinococcus deserti VCD115	546414.9	y		GCF_000020685.1		y	n	Deinococcus deserti VCD115	GCF_000020685.1	y	n
RefSoil_319	NC_012560.1	322710	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Azotobacter vinelandii	Azotobacter vinelandii DJ	322710.19	y		GCF_000021045.1		y	n	Azotobacter vinelandii DJ	GCF_000021045.1	y	n
